"","year","charter","study","vessel","boat","stationid","haul","start_date","start_time","end_time","start_latitude","start_longitude","end_latitude","end_longitude","duration","distance_fished_nm","distance_fished_km","net_width_m","aswept_nm2","aswept_nm2_new","aswept_km2_new","gear_temp","gear_depth"
"104","2016","NMFS","SBS","94","VST","F-14","5","2016-06-01","07:13:18","07:44:48",56.65777,-159.71866,56.68407,-159.71343,0.525,1.588013537,2.941,14.294,0.012255654916582,0.012255654916582,0.042038654,6.6,33
"105","2016","NMFS","SBS","94","VST","G-03","76","2016-06-21","09:44:19","10:15:45",56.98994,-166.46035,57.01514,-166.46246,0.524,1.514039428,2.804,15.919,0.013013122370908,0.013013122370908,0.044636876,4.2,72
"106","2016","NMFS","SBS","94","VST","G-04","59","2016-06-14","15:33:01","16:04:56",57.00978,-165.8384,56.98446,-165.84931,0.532,1.561015687,2.891,15.457,0.013027498154671,0.013027498154671,0.044686187,4.2,70
"107","2016","NMFS","SBS","94","VST","G-05","58","2016-06-14","12:41:09","13:13:22",57.01507,-165.23326,56.98969,-165.2301,0.537,1.525918482,2.826,15.218,0.012537688022244,0.012537688022244,0.043006068,4.6,68
"108","2016","NMFS","SBS","162","AKK","G-06","56","2016-06-12","11:52:32","12:22:36",56.98825,-164.59095,56.9641,-164.60223,0.501,1.496220847,2.771,15.8,0.0127638394994,0.0127638394994,0.0437818,4.8,68
"109","2016","NMFS","SBS","162","AKK","G-07","55","2016-06-12","09:26:06","09:56:02",57.01783,-164.03588,56.99358,-164.04825,0.499,1.510799686,2.798,15.75,0.0128474220105,0.0128474220105,0.0440685,4.7,66
"110","2013","NMFS","SBS","89","ALD","G-08","30","2013-06-15","06:32:01","07:03:35",56.99188,-163.38963,57.01751,-163.39262,0.526,1.541037278,2.854,15.698,0.013061288287036,0.013061288287036,0.044802092,0,63
"111","2014","NMFS","SBS","94","VST","G-08","30","2014-06-14","06:57:46","07:27:46",56.99841,-163.36249,57.01333,-163.39974,0.5,1.51727917,2.81,16.644,0.01363489345812,0.01363489345812,0.04676964,3.8,64
"112","2015","NMFS","SBS","162","AKK","G-08","33","2015-06-08","14:45:02","15:15:06",56.98713,-163.38706,57.0112,-163.3925,0.501,1.455184115,2.695,16.453,0.012926816650055,0.012926816650055,0.044340835,4,64
"113","2016","NMFS","SBS","162","AKK","G-08","35","2016-06-07","09:59:30","10:30:02",57.0053,-163.35095,57.00735,-163.30428,0.509,1.539417407,2.851,16.188,0.013454827517604,0.013454827517604,0.046151988,4.9,64
"114","2013","NMFS","SBS","89","ALD","G-09","25","2013-06-14","06:25:35","06:56:54",57.00847,-162.78163,56.98407,-162.79957,0.522,1.578294311,2.923,15.543,0.013244982355737,0.013244982355737,0.045432189,0.9,58
"115","2014","NMFS","SBS","162","AKK","G-09","25","2014-06-12","17:28:57","17:59:44",57.0123,-162.79116,56.98776,-162.78879,0.513,1.474622567,2.731,16.198,0.012896468939354,0.012896468939354,0.044236738,4,58
"116","2015","NMFS","SBS","94","VST","G-09","22","2015-06-07","06:41:39","07:12:58",57.01088,-162.78702,56.98522,-162.7946,0.522,1.559935773,2.889,15.975,0.013454765421075,0.013454765421075,0.046151775,4.6,58
"117","2016","NMFS","SBS","162","AKK","G-09","36","2016-06-07","12:27:00","12:58:08",57.02995,-162.79867,57.05586,-162.79492,0.519,1.56047573,2.89,16.393,0.01381160035541,0.01381160035541,0.04737577,5.3,58
"118","2013","NMFS","SBS","162","AKK","G-10","22","2013-06-13","11:55:13","12:25:38",57.01265,-162.15689,56.98822,-162.16094,0.507,1.471922782,2.726,15.776,0.012537486281408,0.012537486281408,0.043005376,1.9,58
"119","2014","NMFS","SBS","94","VST","G-10","22","2014-06-12","12:14:08","12:44:22",57.0187,-162.15967,56.99405,-162.16683,0.504,1.497840718,2.774,16.164,0.013072029528888,0.013072029528888,0.044838936,4.3,57
"120","2015","NMFS","SBS","162","AKK","G-10","27","2015-06-07","12:08:13","12:39:03",57.0109,-162.16388,56.98562,-162.16791,0.514,1.52267874,2.82,16.02,0.0131704114212,0.0131704114212,0.0451764,4.9,59
"121","2016","NMFS","SBS","162","AKK","G-10","23","2016-06-04","14:33:16","15:05:22",57.02433,-162.17023,56.99796,-162.1858,0.535,1.663607517,3.081,15.97,0.01434446437281,0.01434446437281,0.04920357,5.6,55
"122","2013","NMFS","SBS","89","ALD","G-11","15","2013-06-11","16:36:20","17:08:33",56.98761,-161.56359,57.01343,-161.56443,0.537,1.549136633,2.869,15.777,0.013196011808529,0.013196011808529,0.045264213,2,66
"123","2014","NMFS","SBS","162","AKK","G-11","14","2014-06-10","15:58:14","16:28:18",56.99107,-161.55557,57.01549,-161.56251,0.501,1.480562094,2.742,16.198,0.012948413706228,0.012948413706228,0.044414916,3.6,66
"124","2015","NMFS","SBS","94","VST","G-11","13","2015-06-05","09:30:52","10:02:08",56.99129,-161.53084,57.01333,-161.5567,0.521,1.572354784,2.912,17.308,0.014693524413568,0.014693524413568,0.050400896,4.6,66
"125","2016","NMFS","SBS","162","AKK","G-11","6","2016-06-01","07:07:59","07:39:11",57.00243,-161.55269,57.00461,-161.50471,0.52,1.583153924,2.932,16.721,0.014292688695076,0.014292688695076,0.049025972,5.2,67
"126","2013","NMFS","SBS","162","AKK","G-12","13","2013-06-11","14:44:10","15:14:35",56.99905,-160.95312,57.02384,-160.95121,0.507,1.488661449,2.757,16.181,0.013005583619061,0.013005583619061,0.044611017,2.6,60
"127","2014","NMFS","SBS","94","VST","G-12","14","2014-06-10","17:35:47","18:05:51",56.97101,-160.97079,56.99625,-160.9691,0.501,1.515659299,2.807,16.842,0.013782366592302,0.013782366592302,0.047275494,4.3,61
"128","2015","NMFS","SBS","162","AKK","G-12","16","2015-06-05","07:07:42","07:39:01",57.00606,-160.9405,57.01316,-160.9852,0.522,1.530238138,2.834,16.404,0.013553058978888,0.013553058978888,0.046488936,4.4,61
"129","2016","NMFS","SBS","162","AKK","G-12","7","2016-06-01","09:59:13","10:30:25",56.99878,-160.96511,56.99706,-160.91827,0.52,1.543737063,2.859,16.276,0.013565929577772,0.013565929577772,0.046533084,5.4,63
"130","2013","NMFS","SBS","89","ALD","G-13","10","2013-06-10","16:36:46","17:09:06",57.01176,-160.33849,56.98508,-160.34586,0.539,1.619331043,2.999,15.863,0.013869139349021,0.013869139349021,0.047573137,3,61
"131","2014","NMFS","SBS","162","AKK","G-13","10","2014-06-09","17:44:11","18:14:47",57.0108,-160.32172,56.9857,-160.31861,0.51,1.509719772,2.796,15.204,0.012393179778672,0.012393179778672,0.042510384,5,60
"132","2015","NMFS","SBS","94","VST","G-13","11","2015-06-04","16:52:11","17:22:51",57.01555,-160.33359,56.98989,-160.33826,0.511,1.546976805,2.865,16.084,0.01343403305178,0.01343403305178,0.04608066,4.5,60
"133","2016","NMFS","SBS","162","AKK","G-13","8","2016-06-01","12:40:07","13:11:33",56.99672,-160.353,56.99168,-160.30729,0.524,1.53347788,2.84,15.667,0.01297155093124,0.01297155093124,0.04449428,5.5,59
"134","2013","NMFS","SBS","162","AKK","G-14","9","2013-06-10","15:38:08","16:08:58",57.01169,-159.68753,56.98663,-159.69034,0.514,1.50648003,2.79,16.012,0.01302379364484,0.01302379364484,0.04467348,3.5,53
"135","2014","NMFS","SBS","94","VST","G-14","10","2014-06-10","06:58:29","07:29:05",57.01005,-159.67703,56.98527,-159.66963,0.51,1.50648003,2.79,16.842,0.01369889661294,0.01369889661294,0.04698918,5.5,54
"136","2015","NMFS","SBS","162","AKK","G-14","10","2015-06-03","17:15:55","17:46:24",57.00945,-159.72035,56.98511,-159.72746,0.508,1.478942223,2.739,15.071,0.012034327435977,0.012034327435977,0.041279469,4.8,53
"137","2016","NMFS","SBS","94","VST","G-14","6","2016-06-01","09:52:16","10:25:12",56.98209,-159.68229,57.00891,-159.68228,0.549,1.60907186,2.98,16.44,0.0142825515096,0.0142825515096,0.0489912,5.8,54
"138","2013","NMFS","SBS","162","AKK","G-15","2","2013-06-09","06:55:45","07:25:41",56.98072,-159.15196,57.00332,-159.1347,0.499,1.470302911,2.723,15.164,0.012037855859876,0.012037855859876,0.041291572,4.7,31
"139","2014","NMFS","SBS","94","VST","G-15","2","2014-06-08","06:59:49","07:30:03",57.02103,-159.1238,57.02659,-159.07932,0.504,1.500000546,2.778,16.135,0.01306739240499,0.01306739240499,0.04482303,6.7,33
"140","2015","NMFS","SBS","94","VST","G-15","3","2015-06-03","07:13:54","07:45:20",56.97562,-159.14222,56.99538,-159.11239,0.524,1.539957364,2.852,14.088,0.011713497410208,0.011713497410208,0.040178976,6.5,29
"141","2016","NMFS","SBS","94","VST","G-15","7","2016-06-01","13:15:03","13:47:09",56.98888,-159.09618,57.01387,-159.10104,0.535,1.508099901,2.793,15.064,0.012265887141816,0.012265887141816,0.042073752,7.5,28
"142","2016","NMFS","SBS","94","VST","H-03","77","2016-06-21","12:20:06","12:50:42",57.32227,-166.48128,57.34698,-166.48766,0.51,1.496760804,2.772,15.381,0.012429839470356,0.012429839470356,0.042636132,4.2,68
"143","2016","NMFS","SBS","94","VST","H-04","56","2016-06-14","07:06:37","07:37:49",57.32324,-165.86486,57.34771,-165.86754,0.52,1.470302911,2.723,14.855,0.011792557952945,0.011792557952945,0.040450165,4.3,66
"144","2016","NMFS","SBS","94","VST","H-05","57","2016-06-14","09:52:23","10:23:46",57.33896,-165.27371,57.33786,-165.22827,0.523,1.482181965,2.745,14.097,0.011281238224245,0.011281238224245,0.038696265,4.8,64
"145","2016","NMFS","SBS","162","AKK","H-06","53","2016-06-11","17:05:12","17:35:55",57.34424,-164.60647,57.32141,-164.58331,0.512,1.563715472,2.896,16.189,0.013668041926352,0.013668041926352,0.046883344,4.8,64
"146","2016","NMFS","SBS","162","AKK","H-07","54","2016-06-12","07:06:42","07:37:14",57.33349,-163.99768,57.30837,-163.99455,0.509,1.510799686,2.798,16.27,0.01327159086418,0.01327159086418,0.04552346,4.9,60
"147","2013","NMFS","SBS","89","ALD","H-08","31","2013-06-15","09:13:27","09:43:49",57.32484,-163.38936,57.35021,-163.3984,0.506,1.550756504,2.872,15.221,0.012744281133496,0.012744281133496,0.043714712,0.7,51
"148","2014","NMFS","SBS","94","VST","H-08","31","2014-06-14","09:40:48","10:11:38",57.3239,-163.37485,57.34862,-163.38481,0.514,1.517819127,2.811,16.084,0.013180826146092,0.013180826146092,0.045212124,4.6,52
"149","2015","NMFS","SBS","162","AKK","H-08","34","2015-06-08","17:20:36","17:50:47",57.32878,-163.37537,57.35295,-163.38266,0.503,1.469762954,2.722,16.093,0.012770645628818,0.012770645628818,0.043805146,4.8,51
"150","2016","NMFS","SBS","162","AKK","H-08","38","2016-06-07","17:12:31","17:43:03",57.3288,-163.36938,57.35419,-163.37487,0.509,1.534017837,2.841,15.56,0.01288749613668,0.01288749613668,0.04420596,5.7,49
"151","2013","NMFS","SBS","89","ALD","H-09","24","2013-06-13","16:33:43","17:05:06",57.34115,-162.75783,57.31492,-162.76042,0.523,1.57667444,2.92,15.899,0.01353444284764,0.01353444284764,0.04642508,1.9,47
"152","2014","NMFS","SBS","162","AKK","H-09","24","2014-06-12","14:55:44","15:26:13",57.34342,-162.76235,57.31882,-162.76904,0.508,1.492441148,2.764,15.332,0.012354482854384,0.012354482854384,0.042377648,4.9,46
"153","2015","NMFS","SBS","94","VST","H-09","21","2015-06-06","17:48:28","18:18:28",57.34202,-162.76593,57.31725,-162.77417,0.5,1.510259729,2.797,15.742,0.012836307023342,0.012836307023342,0.044030374,5,46
"154","2016","NMFS","SBS","162","AKK","H-09","37","2016-06-07","14:54:46","15:25:33",57.30218,-162.79536,57.30258,-162.84393,0.513,1.584773795,2.935,15.924,0.01362536032902,0.01362536032902,0.04673694,5.9,47
"155","2013","NMFS","SBS","162","AKK","H-10","21","2013-06-13","09:28:07","09:57:56",57.33475,-162.14635,57.31073,-162.15413,0.497,1.46328347,2.71,15.776,0.01246389868768,0.01246389868768,0.04275296,2.1,48
"156","2014","NMFS","SBS","94","VST","H-10","21","2014-06-12","09:34:20","10:04:06",57.35952,-162.14301,57.33457,-162.1389,0.496,1.502700331,2.783,17.545,0.014234896067755,0.014234896067755,0.048827735,4.8,50
"157","2016","NMFS","SBS","162","AKK","H-10","22","2016-06-04","12:01:38","12:33:12",57.36873,-162.14956,57.34216,-162.14979,0.526,1.593953064,2.952,15.76,0.01356314135616,0.01356314135616,0.04652352,6,49
"158","2013","NMFS","SBS","89","ALD","H-11","16","2013-06-12","08:04:28","08:34:50",57.32591,-161.54487,57.35129,-161.55012,0.506,1.532937923,2.839,15.31,0.01267150808297,0.01267150808297,0.04346509,2.4,54
"159","2014","NMFS","SBS","162","AKK","H-11","15","2014-06-10","18:33:43","19:03:32",57.32269,-161.52334,57.34717,-161.52304,0.497,1.46868304,2.72,15.099,0.01197305040624,0.01197305040624,0.04106928,4.5,54
"160","2015","NMFS","SBS","94","VST","H-11","14","2015-06-05","12:28:08","12:57:00",57.31732,-161.50487,57.33826,-161.52717,0.481,1.451944373,2.689,17.008,0.013333119486896,0.013333119486896,0.045734512,4.9,55
"161","2016","NMFS","SBS","162","AKK","H-11","17","2016-06-03","12:47:15","13:19:32",57.32001,-161.5318,57.34479,-161.55185,0.538,1.624190656,3.008,16.195,0.01420190182048,0.01420190182048,0.04871456,5.8,53
"162","2013","NMFS","SBS","162","AKK","H-12","14","2013-06-11","17:11:28","17:41:50",57.31772,-160.93286,57.34218,-160.93469,0.506,1.46868304,2.72,16.032,0.01271289119232,0.01271289119232,0.04360704,2.6,60
"163","2014","NMFS","SBS","94","VST","H-12","15","2014-06-11","06:54:49","07:25:00",57.32142,-160.93485,57.34609,-160.93735,0.503,1.482181965,2.745,16.842,0.01347794666757,0.01347794666757,0.04623129,4.2,61
"164","2015","NMFS","SBS","162","AKK","H-12","17","2015-06-05","10:03:33","10:35:46",57.32409,-160.92728,57.34997,-160.92107,0.537,1.566415257,2.901,17.082,0.014446883414106,0.014446883414106,0.049554882,4.2,63
"165","2016","NMFS","SBS","162","AKK","H-12","16","2016-06-03","09:46:04","10:17:38",57.34851,-160.92583,57.3223,-160.9287,0.526,1.576134483,2.919,15.391,0.013097507472357,0.013097507472357,0.044926329,5.7,61
"166","2013","NMFS","SBS","89","ALD","H-13","9","2013-06-10","14:03:23","14:36:09",57.34966,-160.29121,57.32144,-160.29305,0.546,1.694385066,3.138,17.507,0.016015938508878,0.016015938508878,0.054936966,3.1,61
"167","2014","NMFS","SBS","162","AKK","H-13","9","2014-06-09","15:08:48","15:39:53",57.339,-160.2917,57.31406,-160.29743,0.518,1.508099901,2.793,15.162,0.012345683805378,0.012345683805378,0.042347466,4.7,58
"168","2015","NMFS","SBS","94","VST","H-13","10","2015-06-04","14:14:50","14:44:57",57.34999,-160.30041,57.32525,-160.30135,0.502,1.48488175,2.75,16.163,0.01295813166725,0.01295813166725,0.04444825,4.5,59
"169","2016","NMFS","SBS","162","AKK","H-13","9","2016-06-01","15:33:14","16:05:16",57.3211,-160.3032,57.34762,-160.30324,0.534,1.591793236,2.948,15.705,0.01349749395522,0.01349749395522,0.04629834,5.8,58
"170","2013","NMFS","SBS","162","AKK","H-14","8","2013-06-10","13:02:11","13:33:01",57.34284,-159.66922,57.31874,-159.65576,0.514,1.510799686,2.798,16.089,0.013123947474726,0.013123947474726,0.045017022,3.4,54
"171","2014","NMFS","SBS","94","VST","H-14","9","2014-06-09","16:05:54","16:36:52",57.32628,-159.67788,57.3011,-159.68448,0.516,1.526458439,2.827,15.824,0.013041567828784,0.013041567828784,0.044734448,5.1,53
"172","2015","NMFS","SBS","162","AKK","H-14","9","2015-06-03","14:50:51","15:21:23",57.33951,-159.66563,57.31425,-159.67403,0.509,1.540497321,2.853,15.095,0.012555170381655,0.012555170381655,0.043066035,4.8,53
"173","2016","NMFS","SBS","162","AKK","H-14","10","2016-06-02","07:04:23","07:36:40",57.32307,-159.66967,57.35018,-159.66254,0.538,1.643089151,3.043,16.136,0.014314809052984,0.014314809052984,0.049101848,6.1,54
"174","2013","NMFS","SBS","89","ALD","H-15","2","2013-06-09","06:27:28","06:59:12",57.3252,-159.06668,57.35135,-159.06894,0.529,1.570734913,2.909,15.348,0.013016170639956,0.013016170639956,0.044647332,3.4,47
"175","2014","NMFS","SBS","162","AKK","H-15","3","2014-06-08","07:10:34","07:40:59",57.32274,-159.0649,57.34781,-159.0637,0.507,1.504860159,2.787,15.336,0.012460537895256,0.012460537895256,0.042741432,5.5,48
"176","2015","NMFS","SBS","94","VST","H-15","4","2015-06-03","10:00:00","10:30:18",57.31682,-159.09144,57.33696,-159.0627,0.505,1.529158224,2.832,15.298,0.012630357033888,0.012630357033888,0.043323936,5,46
"177","2016","NMFS","SBS","94","VST","H-15","8","2016-06-01","16:00:58","16:32:39",57.30755,-159.07616,57.32851,-159.04782,0.528,1.56047573,2.89,15.245,0.01284437549065,0.01284437549065,0.04405805,6.4,45
"178","2013","NMFS","SBS","162","AKK","H-16","3","2013-06-09","10:52:41","11:23:06",57.32085,-158.42136,57.34384,-158.40323,0.507,1.50108046,2.78,15.073,0.01221608980702,0.01221608980702,0.04190294,5.2,29
"179","2014","NMFS","SBS","94","VST","H-16","3","2014-06-08","10:40:09","11:10:20",57.30759,-158.43212,57.32967,-158.41258,0.503,1.470302911,2.723,15.668,0.012437953416812,0.012437953416812,0.042663964,6.9,30
"180","2015","NMFS","SBS","162","AKK","H-16","3","2015-06-02","12:17:46","12:49:12",57.32491,-158.41335,57.34695,-158.39017,0.524,1.523218697,2.821,14.004,0.011517093960372,0.011517093960372,0.039505284,5.8,29
"181","2016","NMFS","SBS","94","VST","H-16","9","2016-06-02","07:05:22","07:34:46",57.32052,-158.3823,57.34262,-158.35905,0.49,1.527538353,2.829,14.49,0.01195058195793,0.01195058195793,0.04099221,7.3,27
"182","2016","NMFS","SBS","94","VST","I-03","78","2016-06-21","14:56:57","15:27:40",57.65421,-166.49964,57.67872,-166.50646,0.512,1.487041578,2.754,15.815,0.01269757696383,0.01269757696383,0.04355451,4.6,64
"183","2016","NMFS","SBS","94","VST","I-04","55","2016-06-13","16:12:39","16:44:02",57.67623,-165.87267,57.65317,-165.89485,0.523,1.558315902,2.886,15.24,0.01282239098712,0.01282239098712,0.04398264,4.7,62
"184","2016","NMFS","SBS","94","VST","I-05","54","2016-06-13","13:08:43","13:40:09",57.68193,-165.25768,57.6576,-165.24879,0.524,1.487581535,2.755,15.264,0.01225963900656,0.01225963900656,0.04205232,4.9,58
"185","2016","NMFS","SBS","162","AKK","I-06","52","2016-06-11","14:29:20","14:59:24",57.66271,-164.59384,57.65484,-164.63818,0.501,1.508099901,2.793,15.77,0.01284074882013,0.01284074882013,0.04404561,5.5,52
"186","2016","NMFS","SBS","162","AKK","I-07","51","2016-06-11","12:05:33","12:35:51",57.68092,-164.01717,57.65943,-164.04134,0.505,1.507559944,2.792,15.788,0.012850802627168,0.012850802627168,0.044080096,6,49
"187","2013","NMFS","SBS","89","ALD","I-08","32","2013-06-15","11:45:33","12:16:31",57.65703,-163.39261,57.68276,-163.39993,0.516,1.561555644,2.892,15.306,0.012904694251416,0.012904694251416,0.044264952,1.8,44
"188","2014","NMFS","SBS","94","VST","I-08","32","2014-06-14","12:17:43","12:48:01",57.64486,-163.36839,57.67066,-163.36767,0.505,1.548056719,2.867,16.238,0.013572128152418,0.013572128152418,0.046554346,4.7,45
"189","2015","NMFS","SBS","162","AKK","I-08","35","2015-06-09","06:58:28","07:28:42",57.64868,-163.35501,57.66579,-163.38971,0.504,1.520518912,2.816,15.646,0.012844692095488,0.012844692095488,0.044059136,4.9,44
"190","2016","NMFS","SBS","162","AKK","I-08","39","2016-06-08","07:07:24","07:37:53",57.67081,-163.35056,57.6715,-163.30364,0.508,1.516199256,2.808,15.113,0.012371874547032,0.012371874547032,0.042437304,6.7,44
"191","2013","NMFS","SBS","89","ALD","I-09","23","2013-06-13","14:03:00","14:34:44",57.68146,-162.76629,57.65479,-162.76512,0.529,1.600432548,2.964,15.794,0.013647655606728,0.013647655606728,0.046813416,2.6,42
"192","2014","NMFS","SBS","162","AKK","I-09","23","2014-06-12","12:24:04","12:54:58",57.67523,-162.75278,57.65055,-162.76147,0.515,1.507559944,2.792,15.272,0.012430799196992,0.012430799196992,0.042639424,4.9,41
"193","2015","NMFS","SBS","94","VST","I-09","20","2015-06-06","15:20:30","15:50:30",57.67337,-162.74425,57.64801,-162.74251,0.5,1.52267874,2.82,15.873,0.01304955933138,0.01304955933138,0.04476186,5.2,40
"194","2016","NMFS","SBS","162","AKK","I-09","40","2016-06-08","09:38:21","10:09:08",57.67485,-162.76628,57.68126,-162.71911,0.513,1.57127487,2.91,15.018,0.01274068594854,0.01274068594854,0.04370238,7,42
"195","2013","NMFS","SBS","162","AKK","I-10","20","2013-06-13","06:52:04","07:22:26",57.6833,-162.12949,57.65852,-162.13136,0.506,1.488121492,2.756,16.238,0.013046663825624,0.013046663825624,0.044751928,2.4,45
"196","2014","NMFS","SBS","94","VST","I-10","20","2014-06-12","06:56:55","07:27:09",57.6861,-162.13556,57.66145,-162.13534,0.504,1.478942223,2.739,17.602,0.014055353428974,0.014055353428974,0.048211878,5,46
"197","2015","NMFS","SBS","162","AKK","I-10","25","2015-06-07","07:02:23","07:33:28",57.67617,-162.12482,57.65348,-162.14524,0.518,1.512419557,2.801,15.733,0.012847315017889,0.012847315017889,0.044068133,5.3,45
"198","2016","NMFS","SBS","162","AKK","I-10","21","2016-06-04","09:37:39","10:09:16",57.67363,-162.12356,57.64708,-162.12192,0.527,1.593953064,2.952,15.249,0.013123371988584,0.013123371988584,0.045015048,6.5,45
"199","2013","NMFS","SBS","89","ALD","I-11","17","2013-06-12","10:47:28","11:17:57",57.65801,-161.51328,57.68368,-161.51914,0.508,1.551836418,2.874,15.265,0.01279002207813,0.01279002207813,0.04387161,1.9,51
"200","2014","NMFS","SBS","162","AKK","I-11","16","2014-06-11","07:08:20","07:38:13",57.66237,-161.50305,57.68685,-161.50497,0.498,1.470842868,2.724,14.537,0.011544353462004,0.011544353462004,0.039598788,4.8,51
"201","2015","NMFS","SBS","94","VST","I-11","15","2015-06-05","15:32:41","16:02:01",57.65249,-161.47189,57.6741,-161.48991,0.489,1.421166824,2.632,16.979,0.013028238940024,0.013028238940024,0.044688728,3.9,50
"202","2016","NMFS","SBS","162","AKK","I-11","18","2016-06-03","15:28:28","15:59:44",57.64889,-161.51487,57.67462,-161.52039,0.521,1.553996246,2.878,16.016,0.013437936095584,0.013437936095584,0.046094048,6,50
"203","2013","NMFS","SBS","162","AKK","I-12","15","2013-06-12","06:52:34","07:23:32",57.65996,-160.87943,57.68463,-160.88171,0.516,1.482181965,2.745,15.66,0.0125320416111,0.0125320416111,0.0429867,2.1,55
"204","2014","NMFS","SBS","94","VST","I-12","16","2014-06-11","09:25:51","09:56:34",57.65115,-160.88159,57.6761,-160.874,0.512,1.51727917,2.81,16.842,0.01379709658866,0.01379709658866,0.04732602,4.8,55
"205","2015","NMFS","SBS","162","AKK","I-12","18","2015-06-05","12:52:46","13:24:45",57.65743,-160.88293,57.6833,-160.87576,0.533,1.570194956,2.908,16.323,0.013838279706372,0.013838279706372,0.047467284,3.3,55
"206","2016","NMFS","SBS","162","AKK","I-12","15","2016-06-03","07:05:21","07:37:52",57.68723,-160.8823,57.66003,-160.88046,0.542,1.633369925,3.025,16.228,0.0143112675101,0.0143112675101,0.0490897,5.9,54
"207","2013","NMFS","SBS","89","ALD","I-13","8","2013-06-10","11:35:21","12:05:14",57.67621,-160.27017,57.65077,-160.26739,0.498,1.529158224,2.832,15.29,0.01262375206224,0.01262375206224,0.04330128,2.5,53
"208","2014","NMFS","SBS","162","AKK","I-13","8","2014-06-09","12:34:43","13:04:54",57.67458,-160.25941,57.64991,-160.26617,0.503,1.496760804,2.772,15.01,0.01213002343476,0.01213002343476,0.04160772,5,52
